"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","total.sulfur.dioxide","pH","sulphates","alcohol","quality","type_wine"
"370",9.4,0.27,0.53,2.4,0.074,18,3.2,1.13,12,7,1
"378",9.4,0.27,0.53,2.4,0.074,18,3.2,1.13,12,7,1
"1430",7.9,0.18,0.4,2.2,0.049,67,3.33,0.93,11.3,5,1
"3199",6.7,0.33,0.49,1.6,0.167,94,3.11,0.5,11.4,6,0
"5504",5,0.455,0.18,1.9,0.036,106,3.21,0.83,14,7,0
"376",11.5,0.54,0.71,4.4,0.124,15,3.01,0.83,11.8,7,1
"6248",6.7,0.61,0.21,1.65,0.117,240,3.11,0.57,9.3,5,0
"757",6.3,0.98,0.01,2,0.057,33,3.6,0.46,11.2,6,1
"5479",6.8,0.73,0.2,6.6,0.054,65,3.12,0.28,11.1,4,0
"50",5.6,0.31,0.37,1.4,0.074,96,3.32,0.58,9.2,5,1
"2246",6.5,0.33,0.72,1.1,0.061,151,3.09,0.57,9.5,4,0
"4865",4.2,0.215,0.23,5.1,0.041,157,3.42,0.44,8,3,0
"706",8.4,1.035,0.15,6,0.073,54,3.37,0.49,9.9,5,1
"3249",6.9,0.26,0.49,1.6,0.058,166,3.65,0.52,9.4,4,0
"433",11.9,0.37,0.69,2.3,0.078,24,3,0.65,12.8,6,1
"483",10.6,0.36,0.59,2.2,0.152,18,3.04,1.05,9.4,5,1
"1654",6.8,0.2,0.59,0.9,0.147,132,3.05,0.38,9.1,6,0
"5665",6.6,0.5,0.26,11.3,0.029,110,3.27,0.78,12.9,8,0
"434",12.3,0.39,0.63,2.3,0.091,18,3.16,0.49,9.5,5,1
"436",12.3,0.39,0.63,2.3,0.091,18,3.16,0.49,9.5,5,1
"581",12.3,0.5,0.49,2.2,0.089,14,3.19,0.44,9.6,5,1
"582",12.3,0.5,0.49,2.2,0.089,14,3.19,0.44,9.6,5,1
"5707",6.8,0.3,0.26,20.3,0.037,150,3.04,0.38,12.3,6,0
"3104",7,0.17,0.74,12.8,0.045,126,3.26,0.38,12.2,8,0
"2430",7.3,0.205,0.31,1.7,0.06,110,3.72,0.69,10.5,6,0
"2434",7.3,0.205,0.31,1.7,0.06,110,3.72,0.69,10.5,6,0
"4614",7,0.45,0.34,19.8,0.04,67,3.07,0.38,11,6,0
"4623",7,0.45,0.34,19.8,0.04,67,3.07,0.38,11,6,0
"2985",6.2,0.33,0.29,1.3,0.042,138,3.77,0.64,9.5,5,0
"3001",6.3,0.67,0.48,12.6,0.052,222,3.17,0.52,9.3,6,0
"2467",7.8,0.18,0.46,12.6,0.042,143,3.24,0.76,8.5,8,0
"4530",5.6,0.21,0.4,1.3,0.041,147,3.22,0.95,11.6,8,0
"4371",6.3,0.2,0.24,1.7,0.052,135,3.8,0.66,10.8,6,0
"917",5.3,0.715,0.19,1.5,0.161,62,3.62,0.61,11,5,1
"410",12.5,0.46,0.49,4.5,0.07,49,3.05,0.57,9.6,4,1
"5502",6.1,0.22,0.38,2.8,0.144,65,2.95,0.64,11.4,6,0
"6197",6.7,0.66,0,13,0.033,75,3.15,0.5,10.7,6,0
"2371",6.6,0.16,0.57,1.1,0.13,140,3.12,0.39,9.3,7,0
"3921",4.6,0.445,0,1.4,0.053,178,3.79,0.55,10.2,5,0
"5598",6.4,0.24,0.49,5.8,0.053,120,3.01,0.98,10.5,6,0
"5599",6.4,0.24,0.49,5.8,0.053,120,3.01,0.98,10.5,6,0
"5600",6.4,0.24,0.49,5.8,0.053,120,3.01,0.98,10.5,6,0
"5612",6.4,0.24,0.49,5.8,0.053,120,3.01,0.98,10.5,6,0
"3857",7.2,0.39,0.54,1.4,0.157,132,3.11,0.53,9,6,0
"3859",7.2,0.39,0.54,1.4,0.157,132,3.11,0.53,9,6,0
"4474",5.4,0.23,0.36,1.5,0.03,121,3.24,0.99,12.1,7,0
"2452",6.9,0.18,0.36,1.3,0.036,117,3.27,0.95,9.5,7,0
"2454",6.9,0.18,0.36,1.3,0.036,117,3.27,0.95,9.5,7,0
"2466",6.9,0.18,0.36,1.3,0.036,117,3.27,0.95,9.5,7,0
"3251",6.4,0.42,0.74,12.8,0.076,209,3.12,0.58,9,6,0
"3023",9.8,0.25,0.74,10,0.056,225,3.06,0.43,10,4,0
"637",9.6,0.88,0.28,2.4,0.086,147,3.24,0.53,9.4,5,1
"1021",11.3,0.36,0.66,2.4,0.123,8,3.2,0.53,11.9,6,1
"1022",11.3,0.36,0.66,2.4,0.123,8,3.2,0.53,11.9,6,1
"16",8.9,0.62,0.19,3.9,0.17,148,3.17,0.93,9.2,5,1
"1479",7.1,0.875,0.05,5.7,0.082,14,3.4,0.52,10.2,3,1
"15",8.9,0.62,0.18,3.8,0.176,145,3.16,0.88,9.2,5,1
"4449",7.7,0.43,0.37,10,0.169,210,3.02,0.64,9.5,5,0
"2379",8.1,0.17,0.44,14.1,0.053,145,3.28,0.75,8.8,8,0
"2383",8.1,0.17,0.44,14.1,0.053,145,3.28,0.75,8.8,8,0
"3636",5.7,0.27,0.32,1.2,0.046,155,3.8,0.41,10.2,6,0
"6393",6,0.31,0.32,7.4,0.175,159,3.19,0.5,9.4,6,0
"638",9.5,0.885,0.27,2.3,0.084,145,3.24,0.53,9.4,5,1
"1091",10,0.26,0.54,1.9,0.083,74,2.98,0.63,11.8,8,1
"1277",8.5,0.4,0.4,6.3,0.05,10,3.28,0.56,12,4,1
"1287",7.1,0.16,0.44,2.5,0.068,31,3.35,0.54,12.4,6,1
"409",10.4,0.34,0.58,3.7,0.174,16,3.19,0.7,11.3,6,1
"3978",9.4,0.23,0.56,16.45,0.063,282,3.1,0.51,9.3,5,0
"540",11.2,0.5,0.74,5.15,0.1,17,3.22,0.62,11.2,5,1
"2504",6.9,0.21,0.28,2.4,0.056,159,3.02,0.47,8.8,8,0
"815",12.6,0.41,0.54,2.8,0.103,41,3.21,0.76,11.3,6,1
"3177",7.1,0.64,0.49,1.8,0.05,128,3.31,0.58,10.6,4,0
"812",12.9,0.5,0.55,2.8,0.072,24,3.09,0.68,10.9,6,1
"911",9.3,0.38,0.48,3.8,0.132,11,3.23,0.57,13.2,6,1
"171",7.9,0.885,0.03,1.8,0.058,8,3.36,0.33,9.1,4,1
"463",11,0.26,0.68,2.55,0.085,25,3.18,0.61,11.8,5,1
"4694",9.7,0.24,0.49,4.9,0.032,18,2.85,0.54,10,6,0
"4695",9.7,0.24,0.49,4.9,0.032,18,2.85,0.54,10,6,0
"131",8,0.745,0.56,2,0.118,134,3.24,0.66,9.4,5,1
"690",8.1,0.38,0.48,1.8,0.157,17,3.3,1.05,9.4,5,1
"2850",5.3,0.26,0.23,5.15,0.034,160,3.82,0.51,10.5,7,0
"1112",5.4,0.42,0.27,2,0.092,55,3.78,0.64,12.3,7,1
"4820",9,0.38,0.53,2.1,0.102,76,2.93,0.57,12.9,5,0
"534",10.3,0.27,0.24,2.1,0.072,33,3.22,0.66,12.8,6,1
"776",7.2,1,0,3,0.102,16,3.43,0.46,10,5,1
"347",6.6,0.815,0.02,2.7,0.072,34,3.58,0.89,12.3,7,1
"3959",6,0.495,0.27,5,0.157,129,3.03,0.36,9.3,5,0
"6394",6,0.32,0.3,7.3,0.174,159,3.18,0.49,9.4,5,0
"853",8,0.42,0.32,2.5,0.08,122,3.22,1.07,9.7,5,1
"360",12.6,0.38,0.66,2.6,0.088,41,3.17,0.68,9.8,6,1
"3624",8,0.43,0.4,12.4,0.168,190,3.07,0.64,9.2,5,0
"5839",5.7,0.28,0.36,1.8,0.041,90,3.27,0.98,11.9,7,0
"658",12,0.5,0.59,1.4,0.073,42,2.92,0.68,10.5,7,1
"1335",7.2,0.835,0,2,0.166,11,3.39,0.52,10,5,1
"938",12,0.63,0.5,1.4,0.071,26,3.07,0.6,10.4,4,1
"597",12.4,0.4,0.51,2,0.059,24,3.04,0.6,9.3,6,1
"3344",6.6,0.22,0.58,1.1,0.133,136,3.1,0.3,9.1,5,0
"1411",6.6,0.96,0,1.8,0.082,16,3.5,0.44,11.9,6,1
"1013",7.7,1.005,0.15,2.1,0.102,32,3.23,0.48,10,5,1
"1234",10.2,0.23,0.37,2.2,0.057,36,3.23,0.49,9.3,4,1
"890",10.7,0.9,0.34,6.6,0.112,99,3.22,0.68,9.3,5,1
"6387",3.9,0.225,0.4,4.2,0.03,118,3.57,0.36,12.8,8,0
"416",8.6,0.725,0.24,6.6,0.117,134,3.32,1.07,9.3,5,1
"1438",6.8,0.915,0.29,4.8,0.07,39,3.53,0.54,11.1,5,1
"3134",7.1,0.18,0.74,15.6,0.044,176,3.38,0.67,9,6,0
"3140",7.1,0.18,0.74,15.6,0.044,176,3.38,0.67,9,6,0
"4687",6.1,0.2,0.34,9.5,0.041,201,3.14,0.44,10.1,3,0
"2614",6.1,0.16,0.27,12.6,0.064,162,3.66,0.43,8.9,5,0
"3065",7,0.2,0.74,0.8,0.044,163,3.46,0.53,10.2,5,0
"1190",8.8,0.955,0.05,1.8,0.075,19,3.3,0.44,9.6,4,1
"1517",6.1,0.32,0.25,2.3,0.071,58,3.42,0.97,10.6,5,1
"1523",6.1,0.32,0.25,2.3,0.071,58,3.42,0.97,10.6,5,1
"1715",5.5,0.485,0,1.5,0.065,103,3.63,0.4,9.7,4,0
"5009",6.2,0.23,0.35,0.7,0.051,111,3.37,0.43,11,3,0
"5264",5,0.29,0.54,5.7,0.035,155,3.27,0.34,12.9,8,0
"584",12,0.28,0.49,1.9,0.074,21,2.98,0.66,9.9,7,1
"2459",6.6,0.3,0.3,4.8,0.17,166,3.18,0.47,9.4,5,0
"4564",5.8,0.19,0.24,1.3,0.044,128,3.77,0.6,10.6,5,0
"4246",5.7,0.18,0.36,1.2,0.046,71,3.7,0.68,10.9,7,0
"3949",7.9,0.46,0.4,10.1,0.168,184,3.06,0.62,9.5,5,0
"505",10.5,0.24,0.42,1.8,0.077,22,3.21,1.05,10.8,7,1
"6487",6.2,0.41,0.22,1.9,0.023,56,3.04,0.79,13,7,0
"423",7.7,0.96,0.2,2,0.047,60,3.36,0.44,10.9,5,1
"425",7.7,0.96,0.2,2,0.047,60,3.36,0.44,10.9,5,1
"1911",5,0.55,0.14,8.3,0.032,164,3.53,0.51,12.5,8,0
"350",9.1,0.785,0,2.6,0.093,28,3.36,0.86,9.4,6,1
"351",10.7,0.67,0.22,2.7,0.107,34,3.28,0.98,9.9,6,1
"35",5.2,0.32,0.25,1.8,0.103,50,3.38,0.55,9.2,5,1
"576",12.3,0.27,0.49,3.1,0.079,46,3.2,0.8,10.2,6,1
"478",10.4,0.24,0.49,1.8,0.075,20,3.18,1.06,11,6,1
"231",5.2,0.48,0.04,1.6,0.054,106,3.54,0.62,12.2,7,1
"3190",7.9,0.14,0.74,1.2,0.028,165,3.08,0.82,12.3,6,0
"4473",5.8,0.21,0.32,1.6,0.045,95,3.23,0.94,12.4,8,0
"1491",7.1,0.22,0.49,1.8,0.039,18,3.39,0.56,12.4,6,1
"2359",7.1,0.13,0.4,1.2,0.047,134,3.3,0.97,9.8,7,0
"489",11.6,0.32,0.55,2.8,0.081,67,3.32,0.92,10.8,7,1
"198",11.5,0.3,0.6,2,0.067,27,3.11,0.97,10.1,6,1
"1778",6,0.67,0.07,1.2,0.06,108,3.11,0.35,8.7,4,0
"3500",10,0.23,0.27,14.1,0.033,166,2.72,0.43,9.7,6,0
"5950",7,0.36,0.25,5.7,0.015,73,2.82,0.59,13.2,6,0
"359",11.9,0.43,0.66,3.1,0.109,23,3.15,0.85,10.4,7,1
"4526",5.2,0.155,0.33,1.6,0.028,59,3.3,0.84,11.9,8,0
"4531",5.2,0.155,0.33,1.6,0.028,59,3.3,0.84,11.9,8,0
"3064",8,0.44,0.49,9.1,0.031,151,3.16,0.27,12.7,8,0
"585",11.8,0.33,0.49,3.4,0.093,80,3.3,0.76,10.7,7,1
"327",11.6,0.53,0.66,3.65,0.121,14,3.05,0.74,11.5,7,1
"502",10.4,0.44,0.73,6.55,0.074,76,3.17,0.85,12,7,1
"503",10.4,0.44,0.73,6.55,0.074,76,3.17,0.85,12,7,1
"2478",6.2,0.16,0.54,1.4,0.126,110,3.23,0.37,8.9,6,0
"363",11.9,0.58,0.66,2.5,0.072,37,3.05,0.56,10,5,1
"447",12.5,0.38,0.6,2.6,0.081,72,3.1,0.73,10.5,5,1
"1506",6.7,0.76,0.02,1.8,0.078,12,3.55,0.63,9.95,3,1
"692",9.2,0.92,0.24,2.6,0.087,93,3.48,0.54,9.8,5,1
"1390",6.7,0.48,0.02,2.2,0.08,111,3.1,0.53,9.7,5,1
"304",7.4,0.67,0.12,1.6,0.186,21,3.39,0.54,9.5,5,1
"730",6.4,0.865,0.03,3.2,0.071,58,3.61,0.49,12.7,6,1
"3136",8.9,0.13,0.49,1,0.028,24,2.91,0.32,9.9,5,0
"3144",8.9,0.13,0.49,1,0.028,24,2.91,0.32,9.9,5,0
"3086",6.2,0.15,0.49,0.9,0.033,51,3.3,0.7,9.4,6,0
"1225",12.6,0.39,0.49,2.5,0.08,20,3.07,0.82,10.3,6,1
"1483",7.2,0.58,0.54,2.1,0.114,9,3.33,0.57,10.3,4,1
"2420",6.6,0.36,0.29,1.6,0.021,85,3.41,0.61,12.4,9,0
"146",8.1,0.67,0.55,1.8,0.117,141,3.17,0.62,9.4,5,1
"1845",6.1,0.18,0.36,2,0.038,249.5,3.37,0.79,11.3,6,0
"408",12,0.39,0.66,3,0.093,30,3.18,0.63,10.8,7,1
"4818",6.5,0.29,0.25,2.5,0.142,111,3,0.44,9.9,4,0
"352",9.1,0.795,0,2.6,0.096,26,3.35,0.83,9.4,6,1
"2872",7,0.39,0.31,5.3,0.169,162,3.2,0.48,9.4,5,0
"1177",6.5,0.88,0.03,5.6,0.079,47,3.58,0.5,11.2,4,1
"1776",7.2,0.32,0.47,5.1,0.044,65,3.03,0.41,12.6,4,0
"508",11.2,0.67,0.55,2.3,0.084,13,3.17,0.71,9.5,6,1
"6209",6,0.615,0.04,0.8,0.032,50,3.14,0.4,11,4,0
"4652",5.6,0.2,0.66,10.2,0.043,175,2.98,0.43,10.4,7,0
"1041",7.4,0.965,0,2.2,0.088,32,3.58,0.67,10.2,5,1
"1631",8.3,0.14,0.34,1.1,0.042,47,3.47,0.4,10.2,6,0
"1208",9.9,0.72,0.55,1.7,0.136,52,3.35,0.94,10,5,1
"1614",8.3,0.42,0.62,19.25,0.04,172,2.98,0.67,9.7,5,0
"1485",6.8,0.91,0.06,2,0.06,11,3.53,0.64,10.9,4,1
"5114",7.7,0.38,0.23,10.8,0.03,95,2.93,0.41,13.6,6,0
"1187",6.6,0.8,0.03,7.8,0.079,12,3.52,0.5,12.2,5,1
"394",8.4,0.665,0.61,2,0.112,95,3.16,0.54,9.1,5,1
"583",11.7,0.49,0.49,2.2,0.083,15,3.19,0.43,9.2,5,1
"6437",6.5,0.28,0.38,7.8,0.031,216,3.03,0.42,13.1,6,0
"2714",6.5,0.52,0.17,1.4,0.047,26,3.26,0.32,10,4,0
"266",11.8,0.26,0.52,1.8,0.071,10,3.2,0.72,10.2,7,1
"267",8.1,0.87,0,3.3,0.096,61,3.6,0.72,9.8,4,1
"4832",6.7,0.31,0.32,14.5,0.038,79,3.14,0.34,12.5,5,0
"4669",7,0.53,0.43,6.1,0.029,76,3.08,0.5,12.5,8,0
"2883",8,0.45,0.36,8.8,0.026,151,3.07,0.25,12.7,8,0
"3550",8,0.25,0.13,17.2,0.036,219,2.96,0.46,9.7,5,0
"3554",8,0.25,0.13,17.2,0.036,219,2.96,0.46,9.7,5,0
"4229",5.8,0.6,0,1.3,0.044,197,3.56,0.43,10.9,5,0
"5354",5.4,0.46,0.15,2.1,0.026,130,3.39,0.77,13.4,8,0
"5364",5.4,0.46,0.15,2.1,0.026,130,3.39,0.77,13.4,8,0
"473",12.5,0.37,0.55,2.6,0.083,68,3.15,0.82,10.4,6,1
"372",7.9,0.24,0.4,1.6,0.056,25,3.32,0.87,8.7,6,1
"2358",7.1,0.14,0.4,1.2,0.051,136,3.3,0.96,9.8,7,0
"6439",5.2,0.405,0.15,1.45,0.038,44,3.52,0.4,11.6,4,0
"4066",7.5,0.27,0.79,11.95,0.04,159,2.98,0.44,8.7,5,0
"3205",7.1,0.26,0.49,2.2,0.032,113,3.37,0.42,12.9,9,0
"6152",6.4,0.55,0.26,9.6,0.027,104,3.22,0.73,13.1,6,0
"3018",6.9,0.35,0.74,1,0.044,132,3.13,0.55,10.2,5,0
"5932",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5933",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5934",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5935",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5936",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5937",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5938",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"5940",7.3,0.19,0.27,13.9,0.057,155,2.94,0.41,8.8,8,0
"1409",8.1,0.29,0.36,2.2,0.048,53,3.27,1.01,12.4,7,1
"1808",6.8,0.57,0.29,2.2,0.04,77,3.32,0.74,10.2,5,0
"5373",5,0.61,0.12,1.3,0.009,100,3.26,0.37,13.5,5,0
"2629",6.3,0.6,0.44,11,0.05,245,3.19,0.57,9.3,4,0
"6389",5.5,0.62,0.33,1.7,0.037,118,3.15,0.39,13.55,6,0
"210",11,0.3,0.58,2.1,0.054,19,3.31,0.88,10.5,7,1
"1378",5.2,0.49,0.26,2.3,0.09,74,3.71,0.62,12.2,6,1
"5277",6.9,0.58,0.58,8.2,0.032,169,3.28,0.44,12.2,6,0
"1696",6,0.34,0.66,15.9,0.046,164,3.14,0.5,8.8,6,0
"1699",6,0.34,0.66,15.9,0.046,164,3.14,0.5,8.8,6,0
"1288",8,0.6,0.08,2.6,0.056,7,3.22,0.37,13,5,1
"736",7.7,0.965,0.1,2.1,0.112,22,3.26,0.5,9.5,5,1
"737",7.7,0.965,0.1,2.1,0.112,22,3.26,0.5,9.5,5,1
"3358",9.6,0.21,0.28,1.2,0.038,53,2.8,0.46,10.6,5,0
"4311",5.6,0.2,0.22,1.3,0.049,155,3.74,0.43,10,5,0
"3242",7.3,0.19,0.49,15.55,0.058,134,3.42,0.36,9.1,7,0
"3244",7.3,0.19,0.49,15.55,0.058,134,3.42,0.36,9.1,7,0
"4664",7.4,0.21,0.8,12.3,0.038,183,2.95,0.48,9,5,0
"4666",7.4,0.21,0.8,12.3,0.038,183,2.95,0.48,9,5,0
"1698",9.8,0.36,0.46,10.5,0.038,83,2.89,0.3,10.1,4,0
"4008",7.5,0.705,0.1,13,0.044,214,3.1,0.5,9.1,5,0
"504",10.5,0.26,0.47,1.9,0.078,24,3.18,1.04,10.9,7,1
"3082",6.7,0.16,0.49,2.4,0.046,187,3.62,0.81,10.4,6,0
"4750",5.8,0.39,0.47,7.5,0.027,88,3.38,0.45,14,6,0
"2421",7.3,0.655,0.2,10.2,0.071,212,2.96,0.58,9.2,6,0
"4622",8,0.74,0.21,4,0.05,133,3.06,0.38,9.7,5,0
"1167",9.9,0.54,0.26,2,0.111,60,2.94,0.98,10.2,5,1
"246",7.3,0.66,0,2,0.084,23,3.61,0.96,9.9,6,1
"250",7.3,0.66,0,2,0.084,23,3.61,0.96,9.9,6,1
"2616",6.8,0.37,0.47,11.2,0.071,136,2.98,0.88,9.2,5,0
"4488",8.5,0.22,0.34,0.7,0.04,25,3.04,0.37,10.5,4,0
"3184",6.4,0.25,0.74,7.8,0.045,209,3.21,0.42,9.2,6,0
"3187",6.4,0.25,0.74,7.8,0.045,209,3.21,0.42,9.2,6,0
"3208",6.9,0.27,0.49,23.5,0.057,235,2.98,0.47,8.6,5,0
"4657",7.2,0.27,0.37,5.4,0.026,114,3.13,0.84,12.7,5,0
"1471",10,0.69,0.11,1.4,0.084,24,2.88,0.47,9.7,5,1
"2863",9.6,0.29,0.46,1.45,0.039,223,2.92,0.46,9.5,6,0
"1125",6.5,0.58,0,2.2,0.096,13,3.62,0.62,11.5,4,1
"3327",7.6,0.445,0.44,14.5,0.045,212,3.48,0.36,10,6,0
"1915",6.8,0.28,0.6,1.1,0.132,127,3.09,0.44,9.1,6,0
"5362",7.4,0.2,0.35,6.1,0.025,40,2.79,0.52,10.9,5,0
"2259",6.8,0.29,0.16,1.4,0.038,234.5,3.15,0.47,10,4,0
"6070",4.7,0.145,0.29,1,0.042,90,3.76,0.49,11.3,6,0
"469",11.4,0.36,0.69,2.1,0.09,21,3.17,0.62,9.2,6,1
"5370",7.4,0.27,0.31,2.4,0.014,143,3.03,0.65,12,4,0
"756",7.8,0.91,0.07,1.9,0.058,47,3.51,0.43,10.7,6,1
"587",11.1,0.31,0.49,2.7,0.094,47,3.12,1.02,10.6,7,1
"598",11.9,0.58,0.58,1.9,0.071,18,3.09,0.63,10,6,1
"1147",7.8,0.5,0.12,1.8,0.178,21,3.28,0.87,9.8,6,1
"6326",6.3,0.48,0.48,1.8,0.035,96,3.49,0.74,12.2,6,0
"1301",5.2,0.645,0,2.15,0.08,28,3.78,0.61,12.5,6,1
"4065",7.5,0.28,0.78,12.1,0.041,161,2.98,0.44,8.7,5,0
"507",10.4,0.24,0.46,1.8,0.075,21,3.25,1.02,10.8,7,1
"161",7.6,0.95,0.03,2,0.09,20,3.2,0.56,9.6,5,1
"211",9.7,0.53,0.6,2,0.039,19,3.3,0.86,12.4,6,1
"2366",6.7,0.5,0.63,13.4,0.078,238,3.08,0.44,9.2,5,0
"279",10.3,0.32,0.45,6.4,0.073,13,3.23,0.82,12.6,8,1
"3547",5.7,0.45,0.42,1.1,0.051,197,3.02,0.4,9,5,0
"1672",6,0.27,0.28,4.8,0.063,201,3.69,0.71,10,5,0
"997",5.6,0.66,0,2.2,0.087,11,3.71,0.63,12.8,7,1
"998",5.6,0.66,0,2.2,0.087,11,3.71,0.63,12.8,7,1
"262",7,0.975,0.04,2,0.087,67,3.35,0.6,9.4,4,1
"549",12.4,0.35,0.49,2.6,0.079,69,3.12,0.75,10.4,6,1
"6378",5.8,0.315,0.19,19.4,0.031,106,2.97,0.4,10.55,6,0
"3401",9.4,0.16,0.23,1.6,0.042,67,3.07,0.32,9.5,5,0
"5160",6.6,0.64,0.28,4.4,0.032,78,3.11,0.62,12.9,6,0
"5164",6.6,0.64,0.28,4.4,0.032,78,3.11,0.62,12.9,6,0
"2476",6.9,0.36,0.34,4.2,0.018,119,3.28,0.36,12.7,9,0
"4418",6,0.11,0.47,10.6,0.052,148,2.91,0.34,9.3,4,0
"2627",8,0.55,0.17,8.2,0.04,60,3.09,0.3,9.5,4,0
"2515",5.6,0.29,0.05,0.8,0.038,30,3.36,0.35,9.2,5,0
"5250",6.9,0.19,0.6,4,0.037,122,2.92,0.59,10.4,4,0
"2513",5.8,0.29,0.05,0.8,0.038,30,3.36,0.35,9.2,5,0
"3096",6.7,0.62,0.24,1.1,0.039,62,3.41,0.32,10.4,5,0
"269",6.9,0.54,0.04,3,0.077,27,3.69,0.91,9.4,6,1
"277",6.9,0.54,0.04,3,0.077,27,3.69,0.91,9.4,6,1
"3879",7.1,0.4,0.52,1.3,0.148,149,3.08,0.56,8.7,5,0
"5113",7.9,0.35,0.28,12.9,0.032,63,2.99,0.43,13,6,0
"5159",7.5,0.34,0.24,3.85,0.031,34,3.01,0.36,11.8,4,0
"4348",5.8,0.17,0.34,1.8,0.045,170,3.38,0.9,11.8,8,0
"4350",5.8,0.17,0.34,1.8,0.045,170,3.38,0.9,11.8,8,0
"5709",5,0.255,0.22,2.7,0.043,153,3.75,0.76,11.3,6,0
"2363",5,0.44,0.04,18.6,0.039,128,3.37,0.57,10.2,6,0
"2695",5.3,0.24,0.33,1.3,0.033,97,3.59,0.38,11,8,0
"5795",7.1,0.45,0.24,2.7,0.04,87,2.94,0.38,13.4,8,0
"1920",6,0.1,0.24,1.1,0.041,65,3.61,0.61,10.3,7,0
"3580",7.6,0.2,0.3,14.2,0.056,212.5,3.14,0.46,8.9,8,0
"3581",7.6,0.2,0.3,14.2,0.056,212.5,3.14,0.46,8.9,8,0
"3582",7.6,0.2,0.3,14.2,0.056,212.5,3.14,0.46,8.9,8,0
"3583",7.6,0.2,0.3,14.2,0.056,212.5,3.14,0.46,8.9,8,0
"3584",7.6,0.2,0.3,14.2,0.056,212.5,3.14,0.46,8.9,8,0
"3591",7.6,0.2,0.3,14.2,0.056,212.5,3.14,0.46,8.9,8,0
"5878",5.6,0.18,0.29,2.3,0.04,47,3.07,0.45,10.1,4,0
"571",11.5,0.35,0.49,3.3,0.07,37,3.32,0.91,11,6,1
"466",10,0.29,0.4,2.9,0.098,26,3.48,0.91,9.7,5,1
"4625",5.4,0.22,0.29,1.2,0.045,152,3.76,0.63,11,7,0
"6249",5.7,0.695,0.06,6.8,0.042,84,3.44,0.44,10.2,5,0
"3321",8.2,0.15,0.48,2.7,0.052,190,3.5,0.45,10.9,7,0
"1515",6.9,0.84,0.21,4.1,0.074,65,3.53,0.72,9.23333333333333,6,1
"1078",8.6,0.37,0.65,6.4,0.08,8,3.27,0.58,11,5,1
"1079",8.6,0.37,0.65,6.4,0.08,8,3.27,0.58,11,5,1
"6250",5.6,0.695,0.06,6.8,0.042,84,3.44,0.44,10.2,5,0
"6404",6,0.35,0.46,0.9,0.033,65,3.24,0.35,12.1,4,0
"1623",7.6,0.67,0.14,1.5,0.074,168,3.05,0.51,9.3,5,0
"1516",6.9,0.84,0.21,4.1,0.074,65,3.53,0.72,9.25,6,1
"4014",6.2,0.38,0.18,7.4,0.095,195,3.53,0.71,9.2,4,0
"290",11.6,0.42,0.53,3.3,0.105,98,3.2,0.95,9.2,5,1
"5823",5.3,0.43,0.11,1.1,0.029,51,3.51,0.48,11.2,4,0
"3950",7.9,0.31,0.22,13.3,0.048,212,3.47,0.59,10,5,0
"5533",8.7,0.31,0.21,5.6,0.039,67,2.96,0.52,11,4,0
"3339",8.4,0.29,0.29,1.05,0.032,55,2.91,0.32,11.4,4,0
"468",8.8,0.46,0.45,2.6,0.065,18,3.32,0.79,14,6,1
"6467",5.3,0.6,0.34,1.4,0.031,60,3.27,0.38,13,6,0
"3614",9,0.55,0.3,8.1,0.026,71,2.94,0.36,11.8,5,0
"3617",9,0.55,0.3,8.1,0.026,71,2.94,0.36,11.8,5,0
"618",11.5,0.31,0.51,2.2,0.079,28,3.03,0.93,9.8,6,1
"4864",5.9,0.24,0.12,1.4,0.035,247,3.34,0.44,9.6,6,0
"601",8.2,0.915,0.27,2.1,0.088,23,3.26,0.47,10,4,1
"1053",5.6,0.605,0.05,2.4,0.073,25,3.56,0.55,12.9,5,1
"511",12.4,0.42,0.49,4.6,0.073,43,3.02,0.61,9.5,5,1
"814",6.9,0.39,0.24,2.1,0.102,7,3.44,0.58,11.4,4,1
"4321",8.2,0.37,0.64,13.9,0.043,171,2.99,0.8,9.3,5,0
"1110",10.8,0.47,0.43,2.1,0.171,66,3.17,0.76,10.8,6,1
"6355",6.6,0.29,0.73,2.2,0.027,92,3.12,0.48,12.4,6,0
"305",8.4,0.65,0.6,2.1,0.112,90,3.2,0.52,9.2,5,1
"331",10.2,0.36,0.64,2.9,0.122,41,3.23,0.66,12.5,6,1
"332",10.2,0.36,0.64,2.9,0.122,41,3.23,0.66,12.5,6,1
"2470",6,0.45,0.65,9.7,0.08,159,3.04,0.48,9.4,5,0
"1986",5,0.17,0.56,1.5,0.026,115,3.48,0.39,10.8,7,0
"1821",7.2,0.685,0.21,9.5,0.07,172,3,0.55,9.1,6,0
"5314",8.5,0.18,0.3,1.1,0.028,95,2.83,0.36,10,4,0
